source_record_id,observed_at,equipment_id,run_status,alarm_status,supply_air_temperature_c,return_air_temperature_c,supply_air_temperature_setpoint_c
src-ahu-0136-011,2026-01-15T10:16:00Z,ahu-b-f02-west,ON,NORMAL,13.80,25.41,14.00
src-ahu-0136-012,2026-01-15T10:16:00Z,ahu-b-f03-east,ON,NORMAL,13.92,25.76,14.00
src-ahu-0136-013,2026-01-15T10:16:00Z,ahu-b-f03-west,ON,NORMAL,14.08,25.73,14.00
src-ahu-0136-014,2026-01-15T10:16:00Z,ahu-b-f04-east,ON,NORMAL,14.05,25.92,14.00
src-ahu-0136-015,2026-01-15T10:16:00Z,ahu-b-f04-west,ON,NORMAL,14.22,25.92,14.00
src-ahu-0136-016,2026-01-15T10:16:00Z,ahu-c-f01-east,ON,NORMAL,14.22,25.76,14.00
src-ahu-0136-017,2026-01-15T10:16:00Z,ahu-c-f01-west,ON,NORMAL,14.29,25.65,14.00
src-ahu-0136-018,2026-01-15T10:16:00Z,ahu-c-f02-east,ON,NORMAL,14.35,25.64,14.00
src-ahu-0136-019,2026-01-15T10:16:00Z,ahu-c-f02-west,ON,NORMAL,14.20,25.54,14.00
src-ahu-0136-020,2026-01-15T10:16:00Z,ahu-c-f03-east,ON,NORMAL,14.38,25.52,14.00
src-ahu-0136-021,2026-01-15T10:16:00Z,ahu-c-f03-west,ON,NORMAL,14.32,25.27,14.00
src-ahu-0136-022,2026-01-15T10:16:00Z,ahu-c-f04-east,ON,NORMAL,14.46,25.24,14.00
src-ahu-0136-023,2026-01-15T10:16:00Z,ahu-c-f04-west,ON,NORMAL,14.22,25.11,14.00
src-ahu-0137-000,2026-01-15T10:17:00Z,ahu-a-f01-east,ON,NORMAL,13.68,23.56,14.00
src-ahu-0137-001,2026-01-15T10:17:00Z,ahu-a-f01-west,ON,NORMAL,13.55,23.66,14.00
src-ahu-0137-002,2026-01-15T10:17:00Z,ahu-a-f02-east,ON,ALARM,18.40,23.95,14.00
src-ahu-0137-003,2026-01-15T10:17:00Z,ahu-a-f02-west,ON,NORMAL,13.59,24.05,14.00
src-ahu-0137-004,2026-01-15T10:17:00Z,ahu-a-f03-east,ON,NORMAL,13.77,24.37,14.00
src-ahu-0137-005,2026-01-15T10:17:00Z,ahu-a-f03-west,ON,NORMAL,13.75,24.55,14.00
src-ahu-0137-006,2026-01-15T10:17:00Z,ahu-a-f04-east,ON,NORMAL,13.73,24.98,14.00
src-ahu-0137-007,2026-01-15T10:17:00Z,ahu-a-f04-west,ON,NORMAL,13.82,25.16,14.00
src-ahu-0137-008,2026-01-15T10:17:00Z,ahu-b-f01-east,ON,NORMAL,13.72,24.83,14.00
src-ahu-0137-009,2026-01-15T10:17:00Z,ahu-b-f01-west,ON,NORMAL,13.92,25.02,14.00
src-ahu-0137-010,2026-01-15T10:17:00Z,ahu-b-f02-east,ON,NORMAL,13.98,25.28,14.00
src-ahu-0137-011,2026-01-15T10:17:00Z,ahu-b-f02-west,ON,NORMAL,14.06,25.38,14.00
src-ahu-0137-012,2026-01-15T10:17:00Z,ahu-b-f03-east,ON,NORMAL,13.90,25.73,14.00
src-ahu-0137-013,2026-01-15T10:17:00Z,ahu-b-f03-west,ON,NORMAL,13.97,25.85,14.00
src-ahu-0137-014,2026-01-15T10:17:00Z,ahu-b-f04-east,ON,NORMAL,14.02,25.98,14.00
src-ahu-0137-015,2026-01-15T10:17:00Z,ahu-b-f04-west,ON,NORMAL,14.14,25.89,14.00
src-ahu-0137-016,2026-01-15T10:17:00Z,ahu-c-f01-east,ON,NORMAL,14.31,25.78,14.00
src-ahu-0137-017,2026-01-15T10:17:00Z,ahu-c-f01-west,ON,NORMAL,14.27,25.59,14.00
src-ahu-0137-018,2026-01-15T10:17:00Z,ahu-c-f02-east,ON,NORMAL,14.39,25.70,14.00
src-ahu-0137-019,2026-01-15T10:17:00Z,ahu-c-f02-west,ON,NORMAL,14.29,25.47,14.00
src-ahu-0137-020,2026-01-15T10:17:00Z,ahu-c-f03-east,ON,NORMAL,14.27,25.38,14.00
src-ahu-0137-021,2026-01-15T10:17:00Z,ahu-c-f03-west,ON,NORMAL,14.35,25.27,14.00
src-ahu-0137-022,2026-01-15T10:17:00Z,ahu-c-f04-east,ON,NORMAL,14.35,25.20,14.00
src-ahu-0137-023,2026-01-15T10:17:00Z,ahu-c-f04-west,ON,NORMAL,14.23,25.00,14.00
src-ahu-0138-000,2026-01-15T10:18:00Z,ahu-a-f01-east,ON,NORMAL,13.63,23.53,14.00
src-ahu-0138-001,2026-01-15T10:18:00Z,ahu-a-f01-west,ON,NORMAL,13.77,23.77,14.00
src-ahu-0138-002,2026-01-15T10:18:00Z,ahu-a-f02-east,ON,ALARM,18.40,23.97,14.00
src-ahu-0138-003,2026-01-15T10:18:00Z,ahu-a-f02-west,ON,NORMAL,13.65,24.08,14.00
src-ahu-0138-004,2026-01-15T10:18:00Z,ahu-a-f03-east,ON,NORMAL,13.60,24.45,14.00
src-ahu-0138-005,2026-01-15T10:18:00Z,ahu-a-f03-west,ON,NORMAL,13.77,24.59,14.00
src-ahu-0138-006,2026-01-15T10:18:00Z,ahu-a-f04-east,ON,NORMAL,13.68,24.96,14.00
src-ahu-0138-007,2026-01-15T10:18:00Z,ahu-a-f04-west,ON,NORMAL,13.76,25.24,14.00
src-ahu-0138-008,2026-01-15T10:18:00Z,ahu-b-f01-east,ON,NORMAL,13.72,24.84,14.00
src-ahu-0138-009,2026-01-15T10:18:00Z,ahu-b-f01-west,ON,NORMAL,13.98,24.91,14.00
src-ahu-0138-010,2026-01-15T10:18:00Z,ahu-b-f02-east,ON,NORMAL,13.92,25.30,14.00
src-ahu-0138-011,2026-01-15T10:18:00Z,ahu-b-f02-west,ON,NORMAL,13.86,25.50,14.00
src-ahu-0138-012,2026-01-15T10:18:00Z,ahu-b-f03-east,ON,NORMAL,14.07,25.65,14.00
src-ahu-0138-013,2026-01-15T10:18:00Z,ahu-b-f03-west,ON,NORMAL,14.16,25.69,14.00
src-ahu-0138-014,2026-01-15T10:18:00Z,ahu-b-f04-east,ON,NORMAL,14.19,25.91,14.00
src-ahu-0138-015,2026-01-15T10:18:00Z,ahu-b-f04-west,ON,NORMAL,14.16,25.90,14.00
src-ahu-0138-016,2026-01-15T10:18:00Z,ahu-c-f01-east,ON,NORMAL,14.19,25.67,14.00
src-ahu-0138-017,2026-01-15T10:18:00Z,ahu-c-f01-west,ON,NORMAL,14.31,25.58,14.00
src-ahu-0138-018,2026-01-15T10:18:00Z,ahu-c-f02-east,ON,NORMAL,14.39,25.57,14.00
src-ahu-0138-019,2026-01-15T10:18:00Z,ahu-c-f02-west,ON,NORMAL,14.23,25.42,14.00
src-ahu-0138-020,2026-01-15T10:18:00Z,ahu-c-f03-east,ON,NORMAL,14.41,25.47,14.00
src-ahu-0138-021,2026-01-15T10:18:00Z,ahu-c-f03-west,ON,NORMAL,14.24,25.23,14.00
src-ahu-0138-022,2026-01-15T10:18:00Z,ahu-c-f04-east,ON,NORMAL,14.33,25.13,14.00
src-ahu-0138-023,2026-01-15T10:18:00Z,ahu-c-f04-west,ON,NORMAL,14.29,24.95,14.00
src-ahu-0139-000,2026-01-15T10:19:00Z,ahu-a-f01-east,ON,NORMAL,13.57,23.65,14.00
src-ahu-0139-001,2026-01-15T10:19:00Z,ahu-a-f01-west,ON,NORMAL,13.68,23.74,14.00
src-ahu-0139-002,2026-01-15T10:19:00Z,ahu-a-f02-east,ON,ALARM,18.40,23.97,14.00
src-ahu-0139-003,2026-01-15T10:19:00Z,ahu-a-f02-west,ON,NORMAL,13.61,24.18,14.00
src-ahu-0139-004,2026-01-15T10:19:00Z,ahu-a-f03-east,ON,NORMAL,13.60,24.54,14.00
src-ahu-0139-005,2026-01-15T10:19:00Z,ahu-a-f03-west,ON,NORMAL,13.69,24.66,14.00
src-ahu-0139-006,2026-01-15T10:19:00Z,ahu-a-f04-east,ON,NORMAL,13.62,25.10,14.00
src-ahu-0139-007,2026-01-15T10:19:00Z,ahu-a-f04-west,ON,NORMAL,13.81,25.23,14.00
src-ahu-0139-008,2026-01-15T10:19:00Z,ahu-b-f01-east,ON,NORMAL,13.75,24.86,14.00
src-ahu-0139-009,2026-01-15T10:19:00Z,ahu-b-f01-west,ON,NORMAL,13.81,25.03,14.00
src-ahu-0139-010,2026-01-15T10:19:00Z,ahu-b-f02-east,ON,NORMAL,13.93,25.33,14.00
src-ahu-0139-011,2026-01-15T10:19:00Z,ahu-b-f02-west,ON,NORMAL,14.11,25.51,14.00
src-ahu-0139-012,2026-01-15T10:19:00Z,ahu-b-f03-east,ON,NORMAL,13.98,25.71,14.00
src-ahu-0139-013,2026-01-15T10:19:00Z,ahu-b-f03-west,ON,NORMAL,14.10,25.75,14.00
src-ahu-0139-014,2026-01-15T10:19:00Z,ahu-b-f04-east,ON,NORMAL,14.24,25.95,14.00
src-ahu-0139-015,2026-01-15T10:19:00Z,ahu-b-f04-west,ON,NORMAL,14.32,25.91,14.00
src-ahu-0139-016,2026-01-15T10:19:00Z,ahu-c-f01-east,ON,NORMAL,14.22,25.73,14.00
src-ahu-0139-017,2026-01-15T10:19:00Z,ahu-c-f01-west,ON,NORMAL,14.21,25.59,14.00
src-ahu-0139-018,2026-01-15T10:19:00Z,ahu-c-f02-east,ON,NORMAL,14.21,25.55,14.00
src-ahu-0139-019,2026-01-15T10:19:00Z,ahu-c-f02-west,ON,NORMAL,14.32,25.43,14.00
src-ahu-0139-020,2026-01-15T10:19:00Z,ahu-c-f03-east,ON,NORMAL,14.44,25.32,14.00
src-ahu-0139-021,2026-01-15T10:19:00Z,ahu-c-f03-west,ON,NORMAL,14.38,25.26,14.00
src-ahu-0139-022,2026-01-15T10:19:00Z,ahu-c-f04-east,ON,NORMAL,14.35,25.16,14.00
src-ahu-0139-023,2026-01-15T10:19:00Z,ahu-c-f04-west,ON,NORMAL,14.39,24.95,14.00
src-ahu-0140-000,2026-01-15T10:20:00Z,ahu-a-f01-east,ON,NORMAL,13.72,23.68,14.00
src-ahu-0140-001,2026-01-15T10:20:00Z,ahu-a-f01-west,ON,NORMAL,13.71,23.79,14.00
src-ahu-0140-002,2026-01-15T10:20:00Z,ahu-a-f02-east,ON,ALARM,18.40,23.94,14.00
src-ahu-0140-003,2026-01-15T10:20:00Z,ahu-a-f02-west,ON,NORMAL,13.57,24.23,14.00
src-ahu-0140-004,2026-01-15T10:20:00Z,ahu-a-f03-east,ON,NORMAL,13.64,24.42,14.00
src-ahu-0140-005,2026-01-15T10:20:00Z,ahu-a-f03-west,ON,NORMAL,13.66,24.67,14.00
src-ahu-0140-006,2026-01-15T10:20:00Z,ahu-a-f04-east,ON,NORMAL,13.76,24.96,14.00
src-ahu-0140-007,2026-01-15T10:20:00Z,ahu-a-f04-west,ON,NORMAL,13.80,25.33,14.00
src-ahu-0140-008,2026-01-15T10:20:00Z,ahu-b-f01-east,ON,NORMAL,13.96,24.82,14.00
src-ahu-0140-009,2026-01-15T10:20:00Z,ahu-b-f01-west,ON,NORMAL,13.94,25.16,14.00
src-ahu-0140-010,2026-01-15T10:20:00Z,ahu-b-f02-east,ON,NORMAL,13.95,25.38,14.00
src-ahu-0140-011,2026-01-15T10:20:00Z,ahu-b-f02-west,ON,NORMAL,13.94,25.55,14.00
src-ahu-0140-012,2026-01-15T10:20:00Z,ahu-b-f03-east,ON,NORMAL,14.19,25.73,14.00
src-ahu-0140-013,2026-01-15T10:20:00Z,ahu-b-f03-west,ON,NORMAL,14.04,25.77,14.00
src-ahu-0140-014,2026-01-15T10:20:00Z,ahu-b-f04-east,ON,NORMAL,14.27,25.91,14.00
src-ahu-0140-015,2026-01-15T10:20:00Z,ahu-b-f04-west,ON,NORMAL,14.35,25.91,14.00
src-ahu-0140-016,2026-01-15T10:20:00Z,ahu-c-f01-east,ON,NORMAL,14.17,25.70,14.00
src-ahu-0140-017,2026-01-15T10:20:00Z,ahu-c-f01-west,ON,NORMAL,14.42,25.55,14.00
src-ahu-0140-018,2026-01-15T10:20:00Z,ahu-c-f02-east,ON,NORMAL,14.24,25.53,14.00
src-ahu-0140-019,2026-01-15T10:20:00Z,ahu-c-f02-west,ON,NORMAL,14.31,25.33,14.00
src-ahu-0140-020,2026-01-15T10:20:00Z,ahu-c-f03-east,ON,NORMAL,14.44,25.36,14.00
src-ahu-0140-021,2026-01-15T10:20:00Z,ahu-c-f03-west,ON,NORMAL,14.25,25.17,14.00
src-ahu-0140-022,2026-01-15T10:20:00Z,ahu-c-f04-east,ON,NORMAL,14.43,25.15,14.00
src-ahu-0140-023,2026-01-15T10:20:00Z,ahu-c-f04-west,ON,NORMAL,14.29,25.03,14.00
src-ahu-0141-000,2026-01-15T10:21:00Z,ahu-a-f01-east,ON,NORMAL,13.61,23.66,14.00
src-ahu-0141-001,2026-01-15T10:21:00Z,ahu-a-f01-west,ON,NORMAL,13.62,23.71,14.00
src-ahu-0141-002,2026-01-15T10:21:00Z,ahu-a-f02-east,ON,NORMAL,13.69,24.04,14.00
src-ahu-0141-003,2026-01-15T10:21:00Z,ahu-a-f02-west,ON,NORMAL,13.75,24.17,14.00
src-ahu-0141-004,2026-01-15T10:21:00Z,ahu-a-f03-east,ON,NORMAL,13.71,24.55,14.00
src-ahu-0141-005,2026-01-15T10:21:00Z,ahu-a-f03-west,ON,NORMAL,13.64,24.73,14.00
src-ahu-0141-006,2026-01-15T10:21:00Z,ahu-a-f04-east,ON,NORMAL,13.78,25.09,14.00
src-ahu-0141-007,2026-01-15T10:21:00Z,ahu-a-f04-west,ON,NORMAL,13.73,25.26,14.00
src-ahu-0141-008,2026-01-15T10:21:00Z,ahu-b-f01-east,ON,NORMAL,13.79,24.86,14.00
src-ahu-0141-009,2026-01-15T10:21:00Z,ahu-b-f01-west,ON,NORMAL,13.92,25.09,14.00
src-ahu-0141-010,2026-01-15T10:21:00Z,ahu-b-f02-east,ON,NORMAL,14.07,25.42,14.00
src-ahu-0141-011,2026-01-15T10:21:00Z,ahu-b-f02-west,ON,NORMAL,14.02,25.56,14.00
src-ahu-0141-012,2026-01-15T10:21:00Z,ahu-b-f03-east,ON,NORMAL,14.09,25.77,14.00
src-ahu-0141-013,2026-01-15T10:21:00Z,ahu-b-f03-west,ON,NORMAL,14.10,25.83,14.00
src-ahu-0141-014,2026-01-15T10:21:00Z,ahu-b-f04-east,ON,NORMAL,14.20,25.91,14.00
src-ahu-0141-015,2026-01-15T10:21:00Z,ahu-b-f04-west,ON,NORMAL,14.22,25.89,14.00
src-ahu-0141-016,2026-01-15T10:21:00Z,ahu-c-f01-east,ON,NORMAL,14.35,25.67,14.00
src-ahu-0141-017,2026-01-15T10:21:00Z,ahu-c-f01-west,ON,NORMAL,14.24,25.48,14.00
src-ahu-0141-018,2026-01-15T10:21:00Z,ahu-c-f02-east,ON,NORMAL,14.27,25.48,14.00
src-ahu-0141-019,2026-01-15T10:21:00Z,ahu-c-f02-west,ON,NORMAL,14.36,25.26,14.00
src-ahu-0141-020,2026-01-15T10:21:00Z,ahu-c-f03-east,ON,NORMAL,14.38,25.33,14.00
src-ahu-0141-021,2026-01-15T10:21:00Z,ahu-c-f03-west,ON,NORMAL,14.24,25.08,14.00
src-ahu-0141-022,2026-01-15T10:21:00Z,ahu-c-f04-east,ON,NORMAL,14.24,25.08,14.00
src-ahu-0141-023,2026-01-15T10:21:00Z,ahu-c-f04-west,ON,NORMAL,14.31,25.05,14.00
src-ahu-0142-000,2026-01-15T10:22:00Z,ahu-a-f01-east,ON,NORMAL,13.69,23.69,14.00
src-ahu-0142-001,2026-01-15T10:22:00Z,ahu-a-f01-west,ON,NORMAL,13.72,23.68,14.00
src-ahu-0142-002,2026-01-15T10:22:00Z,ahu-a-f02-east,ON,NORMAL,13.76,24.00,14.00
src-ahu-0142-003,2026-01-15T10:22:00Z,ahu-a-f02-west,ON,NORMAL,13.65,24.18,14.00
src-ahu-0142-004,2026-01-15T10:22:00Z,ahu-a-f03-east,ON,NORMAL,13.77,24.51,14.00
src-ahu-0142-005,2026-01-15T10:22:00Z,ahu-a-f03-west,ON,NORMAL,13.84,24.74,14.00
src-ahu-0142-006,2026-01-15T10:22:00Z,ahu-a-f04-east,ON,NORMAL,13.84,25.11,14.00
src-ahu-0142-007,2026-01-15T10:22:00Z,ahu-a-f04-west,ON,NORMAL,13.93,25.30,14.00
src-ahu-0142-008,2026-01-15T10:22:00Z,ahu-b-f01-east,ON,NORMAL,14.01,25.03,14.00
src-ahu-0142-009,2026-01-15T10:22:00Z,ahu-b-f01-west,ON,NORMAL,13.96,25.07,14.00
src-ahu-0142-010,2026-01-15T10:22:00Z,ahu-b-f02-east,ON,NORMAL,13.98,25.47,14.00
src-ahu-0142-011,2026-01-15T10:22:00Z,ahu-b-f02-west,ON,NORMAL,14.07,25.58,14.00
src-ahu-0142-012,2026-01-15T10:22:00Z,ahu-b-f03-east,ON,NORMAL,14.20,25.69,14.00
src-ahu-0142-013,2026-01-15T10:22:00Z,ahu-b-f03-west,ON,NORMAL,14.09,25.72,14.00
src-ahu-0142-014,2026-01-15T10:22:00Z,ahu-b-f04-east,ON,NORMAL,14.23,25.93,14.00
src-ahu-0142-015,2026-01-15T10:22:00Z,ahu-b-f04-west,ON,NORMAL,14.32,25.90,14.00
src-ahu-0142-016,2026-01-15T10:22:00Z,ahu-c-f01-east,ON,NORMAL,14.38,25.66,14.00
src-ahu-0142-017,2026-01-15T10:22:00Z,ahu-c-f01-west,ON,NORMAL,14.43,25.48,14.00
src-ahu-0142-018,2026-01-15T10:22:00Z,ahu-c-f02-east,ON,NORMAL,14.35,25.50,14.00
src-ahu-0142-019,2026-01-15T10:22:00Z,ahu-c-f02-west,ON,NORMAL,14.38,25.30,14.00
src-ahu-0142-020,2026-01-15T10:22:00Z,ahu-c-f03-east,ON,NORMAL,14.32,25.32,14.00
src-ahu-0142-021,2026-01-15T10:22:00Z,ahu-c-f03-west,ON,NORMAL,14.31,25.16,14.00
src-ahu-0142-022,2026-01-15T10:22:00Z,ahu-c-f04-east,ON,NORMAL,14.23,25.15,14.00
src-ahu-0142-023,2026-01-15T10:22:00Z,ahu-c-f04-west,ON,NORMAL,14.22,24.97,14.00
src-ahu-0143-000,2026-01-15T10:23:00Z,ahu-a-f01-east,ON,NORMAL,13.68,23.64,14.00
src-ahu-0143-001,2026-01-15T10:23:00Z,ahu-a-f01-west,ON,NORMAL,13.59,23.70,14.00
src-ahu-0143-002,2026-01-15T10:23:00Z,ahu-a-f02-east,ON,NORMAL,13.63,24.04,14.00
src-ahu-0143-003,2026-01-15T10:23:00Z,ahu-a-f02-west,ON,NORMAL,13.59,24.28,14.00
src-ahu-0143-004,2026-01-15T10:23:00Z,ahu-a-f03-east,ON,NORMAL,13.67,24.59,14.00
src-ahu-0143-005,2026-01-15T10:23:00Z,ahu-a-f03-west,ON,NORMAL,13.87,24.80,14.00
src-ahu-0143-006,2026-01-15T10:23:00Z,ahu-a-f04-east,ON,NORMAL,13.70,25.23,14.00
src-ahu-0143-007,2026-01-15T10:23:00Z,ahu-a-f04-west,ON,NORMAL,13.90,25.28,14.00
src-ahu-0143-008,2026-01-15T10:23:00Z,ahu-b-f01-east,ON,NORMAL,13.94,25.04,14.00
src-ahu-0143-009,2026-01-15T10:23:00Z,ahu-b-f01-west,ON,NORMAL,14.04,25.18,14.00
src-ahu-0143-010,2026-01-15T10:23:00Z,ahu-b-f02-east,ON,NORMAL,14.05,25.51,14.00
src-ahu-0143-011,2026-01-15T10:23:00Z,ahu-b-f02-west,ON,NORMAL,14.04,25.55,14.00
src-ahu-0143-012,2026-01-15T10:23:00Z,ahu-b-f03-east,ON,NORMAL,14.11,25.78,14.00
src-ahu-0143-013,2026-01-15T10:23:00Z,ahu-b-f03-west,ON,NORMAL,14.24,25.69,14.00
src-ahu-0143-014,2026-01-15T10:23:00Z,ahu-b-f04-east,ON,NORMAL,14.33,25.88,14.00
src-ahu-0143-015,2026-01-15T10:23:00Z,ahu-b-f04-west,ON,NORMAL,14.18,25.96,14.00
src-ahu-0143-016,2026-01-15T10:23:00Z,ahu-c-f01-east,ON,NORMAL,14.31,25.62,14.00
src-ahu-0143-017,2026-01-15T10:23:00Z,ahu-c-f01-west,ON,NORMAL,14.37,25.54,14.00
src-ahu-0143-018,2026-01-15T10:23:00Z,ahu-c-f02-east,ON,NORMAL,14.34,25.48,14.00
src-ahu-0143-019,2026-01-15T10:23:00Z,ahu-c-f02-west,ON,NORMAL,14.42,25.34,14.00
src-ahu-0143-020,2026-01-15T10:23:00Z,ahu-c-f03-east,ON,NORMAL,14.28,25.25,14.00
src-ahu-0143-021,2026-01-15T10:23:00Z,ahu-c-f03-west,ON,NORMAL,14.29,25.02,14.00
src-ahu-0143-022,2026-01-15T10:23:00Z,ahu-c-f04-east,ON,NORMAL,14.24,25.14,14.00
src-ahu-0143-023,2026-01-15T10:23:00Z,ahu-c-f04-west,ON,NORMAL,14.21,24.93,14.00
src-ahu-0144-000,2026-01-15T10:24:00Z,ahu-a-f01-east,ON,NORMAL,13.74,23.73,14.00
src-ahu-0144-001,2026-01-15T10:24:00Z,ahu-a-f01-west,ON,NORMAL,13.63,23.76,14.00
src-ahu-0144-002,2026-01-15T10:24:00Z,ahu-a-f02-east,ON,NORMAL,13.67,24.05,14.00
src-ahu-0144-003,2026-01-15T10:24:00Z,ahu-a-f02-west,ON,NORMAL,13.77,24.29,14.00
src-ahu-0144-004,2026-01-15T10:24:00Z,ahu-a-f03-east,ON,NORMAL,13.81,24.65,14.00
src-ahu-0144-005,2026-01-15T10:24:00Z,ahu-a-f03-west,ON,NORMAL,13.70,24.70,14.00
src-ahu-0144-006,2026-01-15T10:24:00Z,ahu-a-f04-east,ON,NORMAL,13.88,25.25,14.00
src-ahu-0144-007,2026-01-15T10:24:00Z,ahu-a-f04-west,ON,NORMAL,13.81,25.34,14.00
src-ahu-0144-008,2026-01-15T10:24:00Z,ahu-b-f01-east,ON,NORMAL,14.03,25.05,14.00
src-ahu-0144-009,2026-01-15T10:24:00Z,ahu-b-f01-west,ON,NORMAL,14.12,25.19,14.00
src-ahu-0144-010,2026-01-15T10:24:00Z,ahu-b-f02-east,ON,NORMAL,14.09,25.51,14.00
src-ahu-0144-011,2026-01-15T10:24:00Z,ahu-b-f02-west,ON,NORMAL,14.20,25.58,14.00
src-ahu-0144-012,2026-01-15T10:24:00Z,ahu-b-f03-east,ON,NORMAL,14.30,25.79,14.00
src-ahu-0144-013,2026-01-15T10:24:00Z,ahu-b-f03-west,ON,NORMAL,14.14,25.69,14.00
src-ahu-0144-014,2026-01-15T10:24:00Z,ahu-b-f04-east,ON,NORMAL,14.16,25.98,14.00
src-ahu-0144-015,2026-01-15T10:24:00Z,ahu-b-f04-west,ON,NORMAL,14.31,25.93,14.00
src-ahu-0144-016,2026-01-15T10:24:00Z,ahu-c-f01-east,ON,NORMAL,14.26,25.63,14.00
src-ahu-0144-017,2026-01-15T10:24:00Z,ahu-c-f01-west,ON,NORMAL,14.36,25.38,14.00
src-ahu-0144-018,2026-01-15T10:24:00Z,ahu-c-f02-east,ON,NORMAL,14.36,25.40,14.00
src-ahu-0144-019,2026-01-15T10:24:00Z,ahu-c-f02-west,ON,NORMAL,14.27,25.27,14.00
src-ahu-0144-020,2026-01-15T10:24:00Z,ahu-c-f03-east,ON,NORMAL,14.24,25.27,14.00
src-ahu-0144-021,2026-01-15T10:24:00Z,ahu-c-f03-west,ON,NORMAL,14.39,25.08,14.00
src-ahu-0144-022,2026-01-15T10:24:00Z,ahu-c-f04-east,ON,NORMAL,14.20,25.09,14.00
src-ahu-0144-023,2026-01-15T10:24:00Z,ahu-c-f04-west,ON,NORMAL,14.19,24.96,14.00
src-ahu-0145-000,2026-01-15T10:25:00Z,ahu-a-f01-east,ON,NORMAL,13.69,23.65,14.00
src-ahu-0145-001,2026-01-15T10:25:00Z,ahu-a-f01-west,ON,NORMAL,13.78,23.73,14.00
src-ahu-0145-002,2026-01-15T10:25:00Z,ahu-a-f02-east,ON,NORMAL,13.64,24.13,14.00
src-ahu-0145-003,2026-01-15T10:25:00Z,ahu-a-f02-west,ON,NORMAL,13.72,24.26,14.00
src-ahu-0145-004,2026-01-15T10:25:00Z,ahu-a-f03-east,ON,NORMAL,13.66,24.57,14.00
src-ahu-0145-005,2026-01-15T10:25:00Z,ahu-a-f03-west,ON,NORMAL,13.83,24.84,14.00
src-ahu-0145-006,2026-01-15T10:25:00Z,ahu-a-f04-east,ON,NORMAL,13.88,25.16,14.00
src-ahu-0145-007,2026-01-15T10:25:00Z,ahu-a-f04-west,ON,NORMAL,14.00,25.40,14.00
src-ahu-0145-008,2026-01-15T10:25:00Z,ahu-b-f01-east,ON,NORMAL,14.08,25.04,14.00
src-ahu-0145-009,2026-01-15T10:25:00Z,ahu-b-f01-west,ON,NORMAL,14.16,25.16,14.00
src-ahu-0145-010,2026-01-15T10:25:00Z,ahu-b-f02-east,ON,NORMAL,14.10,25.54,14.00
src-ahu-0145-011,2026-01-15T10:25:00Z,ahu-b-f02-west,ON,NORMAL,14.06,25.55,14.00
src-ahu-0145-012,2026-01-15T10:25:00Z,ahu-b-f03-east,ON,NORMAL,14.11,25.78,14.00
src-ahu-0145-013,2026-01-15T10:25:00Z,ahu-b-f03-west,ON,NORMAL,14.25,25.80,14.00
src-ahu-0145-014,2026-01-15T10:25:00Z,ahu-b-f04-east,ON,NORMAL,14.22,25.92,14.00
src-ahu-0145-015,2026-01-15T10:25:00Z,ahu-b-f04-west,ON,NORMAL,14.24,25.80,14.00
src-ahu-0145-016,2026-01-15T10:25:00Z,ahu-c-f01-east,ON,NORMAL,14.38,25.55,14.00
src-ahu-0145-017,2026-01-15T10:25:00Z,ahu-c-f01-west,ON,NORMAL,14.26,25.42,14.00
src-ahu-0145-018,2026-01-15T10:25:00Z,ahu-c-f02-east,ON,NORMAL,14.28,25.48,14.00
src-ahu-0145-019,2026-01-15T10:25:00Z,ahu-c-f02-west,ON,NORMAL,14.38,25.26,14.00
src-ahu-0145-020,2026-01-15T10:25:00Z,ahu-c-f03-east,ON,NORMAL,14.41,25.19,14.00
src-ahu-0145-021,2026-01-15T10:25:00Z,ahu-c-f03-west,ON,NORMAL,14.39,24.98,14.00
src-ahu-0145-022,2026-01-15T10:25:00Z,ahu-c-f04-east,ON,NORMAL,14.29,24.98,14.00
src-ahu-0145-023,2026-01-15T10:25:00Z,ahu-c-f04-west,ON,NORMAL,14.19,24.80,14.00
src-ahu-0146-000,2026-01-15T10:26:00Z,ahu-a-f01-east,ON,NORMAL,13.67,23.61,14.00
src-ahu-0146-001,2026-01-15T10:26:00Z,ahu-a-f01-west,ON,NORMAL,13.64,23.73,14.00
src-ahu-0146-002,2026-01-15T10:26:00Z,ahu-a-f02-east,ON,NORMAL,13.76,24.14,14.00
src-ahu-0146-003,2026-01-15T10:26:00Z,ahu-a-f02-west,ON,NORMAL,13.70,24.32,14.00
src-ahu-0146-004,2026-01-15T10:26:00Z,ahu-a-f03-east,ON,NORMAL,13.82,24.72,14.00
src-ahu-0146-005,2026-01-15T10:26:00Z,ahu-a-f03-west,ON,NORMAL,13.94,24.88,14.00
src-ahu-0146-006,2026-01-15T10:26:00Z,ahu-a-f04-east,ON,NORMAL,13.81,25.27,14.00
src-ahu-0146-007,2026-01-15T10:26:00Z,ahu-a-f04-west,ON,NORMAL,13.92,25.32,14.00
src-ahu-0146-008,2026-01-15T10:26:00Z,ahu-b-f01-east,ON,NORMAL,13.90,25.02,14.00
src-ahu-0146-009,2026-01-15T10:26:00Z,ahu-b-f01-west,ON,NORMAL,14.14,25.21,14.00
src-ahu-0146-010,2026-01-15T10:26:00Z,ahu-b-f02-east,ON,NORMAL,14.11,25.50,14.00
