source_record_id,observed_at,meter_id,active_power_kw,cumulative_energy_kwh
src-meter-0184-011,2026-01-15T11:04:00Z,meter-c-f04,15.93,15549.461
src-meter-0185-000,2026-01-15T11:05:00Z,meter-a-f01,14.98,10045.612
src-meter-0185-001,2026-01-15T11:05:00Z,meter-a-f02,15.70,10550.470
src-meter-0185-002,2026-01-15T11:05:00Z,meter-a-f03,16.80,11054.999
src-meter-0185-003,2026-01-15T11:05:00Z,meter-a-f04,17.42,11559.141
src-meter-0185-004,2026-01-15T11:05:00Z,meter-b-f01,14.13,12051.753
src-meter-0185-005,2026-01-15T11:05:00Z,meter-b-f02,16.10,12555.463
src-meter-0185-006,2026-01-15T11:05:00Z,meter-b-f03,17.20,13058.964
src-meter-0185-007,2026-01-15T11:05:00Z,meter-b-f04,18.73,13562.426
src-meter-0185-008,2026-01-15T11:05:00Z,meter-c-f01,11.36,14039.173
src-meter-0185-009,2026-01-15T11:05:00Z,meter-c-f02,13.10,14542.630
src-meter-0185-010,2026-01-15T11:05:00Z,meter-c-f03,13.94,15046.135
src-meter-0185-011,2026-01-15T11:05:00Z,meter-c-f04,15.84,15549.725
src-meter-0186-000,2026-01-15T11:06:00Z,meter-a-f01,15.03,10045.863
src-meter-0186-001,2026-01-15T11:06:00Z,meter-a-f02,15.67,10550.731
src-meter-0186-002,2026-01-15T11:06:00Z,meter-a-f03,16.76,11055.278
src-meter-0186-003,2026-01-15T11:06:00Z,meter-a-f04,17.17,11559.427
src-meter-0186-004,2026-01-15T11:06:00Z,meter-b-f01,14.50,12051.995
src-meter-0186-005,2026-01-15T11:06:00Z,meter-b-f02,15.89,12555.728
src-meter-0186-006,2026-01-15T11:06:00Z,meter-b-f03,17.23,13059.251
src-meter-0186-007,2026-01-15T11:06:00Z,meter-b-f04,18.37,13562.733
src-meter-0186-008,2026-01-15T11:06:00Z,meter-c-f01,11.09,14039.357
src-meter-0186-009,2026-01-15T11:06:00Z,meter-c-f02,12.46,14542.837
src-meter-0186-010,2026-01-15T11:06:00Z,meter-c-f03,14.44,15046.376
src-meter-0186-011,2026-01-15T11:06:00Z,meter-c-f04,15.90,15549.990
src-meter-0187-000,2026-01-15T11:07:00Z,meter-a-f01,14.95,10046.112
src-meter-0187-001,2026-01-15T11:07:00Z,meter-a-f02,15.40,10550.988
src-meter-0187-002,2026-01-15T11:07:00Z,meter-a-f03,16.49,11055.553
src-meter-0187-003,2026-01-15T11:07:00Z,meter-a-f04,17.50,11559.718
src-meter-0187-004,2026-01-15T11:07:00Z,meter-b-f01,14.12,12052.230
src-meter-0187-005,2026-01-15T11:07:00Z,meter-b-f02,15.99,12555.994
src-meter-0187-006,2026-01-15T11:07:00Z,meter-b-f03,17.13,13059.537
src-meter-0187-007,2026-01-15T11:07:00Z,meter-b-f04,18.76,13563.045
src-meter-0187-008,2026-01-15T11:07:00Z,meter-c-f01,11.52,14039.549
src-meter-0187-009,2026-01-15T11:07:00Z,meter-c-f02,12.85,14543.051
src-meter-0187-010,2026-01-15T11:07:00Z,meter-c-f03,14.04,15046.610
src-meter-0187-011,2026-01-15T11:07:00Z,meter-c-f04,15.27,15550.244
src-meter-0188-000,2026-01-15T11:08:00Z,meter-a-f01,14.58,10046.355
src-meter-0188-001,2026-01-15T11:08:00Z,meter-a-f02,15.49,10551.246
src-meter-0188-002,2026-01-15T11:08:00Z,meter-a-f03,16.38,11055.826
src-meter-0188-003,2026-01-15T11:08:00Z,meter-a-f04,17.18,11560.005
src-meter-0188-004,2026-01-15T11:08:00Z,meter-b-f01,14.52,12052.472
src-meter-0188-005,2026-01-15T11:08:00Z,meter-b-f02,16.12,12556.263
src-meter-0188-006,2026-01-15T11:08:00Z,meter-b-f03,17.19,13059.823
src-meter-0188-007,2026-01-15T11:08:00Z,meter-b-f04,18.73,13563.358
src-meter-0188-008,2026-01-15T11:08:00Z,meter-c-f01,11.68,14039.744
src-meter-0188-009,2026-01-15T11:08:00Z,meter-c-f02,12.79,14543.265
src-meter-0188-010,2026-01-15T11:08:00Z,meter-c-f03,14.30,15046.848
src-meter-0188-011,2026-01-15T11:08:00Z,meter-c-f04,15.83,15550.508
src-meter-0189-000,2026-01-15T11:09:00Z,meter-a-f01,14.75,10046.601
src-meter-0189-001,2026-01-15T11:09:00Z,meter-a-f02,15.58,10551.506
src-meter-0189-002,2026-01-15T11:09:00Z,meter-a-f03,16.49,11056.101
src-meter-0189-003,2026-01-15T11:09:00Z,meter-a-f04,17.40,11560.295
src-meter-0189-004,2026-01-15T11:09:00Z,meter-b-f01,14.20,12052.709
src-meter-0189-005,2026-01-15T11:09:00Z,meter-b-f02,15.95,12556.529
src-meter-0189-006,2026-01-15T11:09:00Z,meter-b-f03,16.91,13060.105
src-meter-0189-007,2026-01-15T11:09:00Z,meter-b-f04,18.40,13563.664
src-meter-0189-008,2026-01-15T11:09:00Z,meter-c-f01,11.74,14039.940
src-meter-0189-009,2026-01-15T11:09:00Z,meter-c-f02,12.65,14543.475
src-meter-0189-010,2026-01-15T11:09:00Z,meter-c-f03,14.49,15047.090
src-meter-0189-011,2026-01-15T11:09:00Z,meter-c-f04,15.85,15550.772
src-meter-0190-000,2026-01-15T11:10:00Z,meter-a-f01,14.75,10046.847
src-meter-0190-001,2026-01-15T11:10:00Z,meter-a-f02,15.15,10551.758
src-meter-0190-002,2026-01-15T11:10:00Z,meter-a-f03,16.42,11056.374
src-meter-0190-003,2026-01-15T11:10:00Z,meter-a-f04,17.11,11560.580
src-meter-0190-004,2026-01-15T11:10:00Z,meter-b-f01,14.35,12052.948
src-meter-0190-005,2026-01-15T11:10:00Z,meter-b-f02,15.82,12556.793
src-meter-0190-006,2026-01-15T11:10:00Z,meter-b-f03,16.96,13060.387
src-meter-0190-007,2026-01-15T11:10:00Z,meter-b-f04,18.52,13563.973
src-meter-0190-008,2026-01-15T11:10:00Z,meter-c-f01,11.52,14040.132
src-meter-0190-009,2026-01-15T11:10:00Z,meter-c-f02,13.05,14543.693
src-meter-0190-010,2026-01-15T11:10:00Z,meter-c-f03,14.38,15047.329
src-meter-0190-011,2026-01-15T11:10:00Z,meter-c-f04,15.71,15551.034
src-meter-0191-000,2026-01-15T11:11:00Z,meter-a-f01,14.75,10047.093
src-meter-0191-001,2026-01-15T11:11:00Z,meter-a-f02,15.80,10552.022
src-meter-0191-002,2026-01-15T11:11:00Z,meter-a-f03,16.28,11056.646
src-meter-0191-003,2026-01-15T11:11:00Z,meter-a-f04,17.18,11560.866
src-meter-0191-004,2026-01-15T11:11:00Z,meter-b-f01,14.32,12053.187
src-meter-0191-005,2026-01-15T11:11:00Z,meter-b-f02,15.60,12557.053
src-meter-0191-006,2026-01-15T11:11:00Z,meter-b-f03,17.15,13060.673
src-meter-0191-007,2026-01-15T11:11:00Z,meter-b-f04,18.61,13564.283
src-meter-0191-008,2026-01-15T11:11:00Z,meter-c-f01,11.73,14040.327
src-meter-0191-009,2026-01-15T11:11:00Z,meter-c-f02,12.76,14543.906
src-meter-0191-010,2026-01-15T11:11:00Z,meter-c-f03,14.17,15047.566
src-meter-0191-011,2026-01-15T11:11:00Z,meter-c-f04,15.77,15551.297
src-meter-0192-000,2026-01-15T11:12:00Z,meter-a-f01,14.71,10047.338
src-meter-0192-001,2026-01-15T11:12:00Z,meter-a-f02,15.51,10552.280
src-meter-0192-002,2026-01-15T11:12:00Z,meter-a-f03,15.96,11056.912
src-meter-0192-003,2026-01-15T11:12:00Z,meter-a-f04,17.00,11561.150
src-meter-0192-004,2026-01-15T11:12:00Z,meter-b-f01,14.13,12053.422
src-meter-0192-005,2026-01-15T11:12:00Z,meter-b-f02,15.83,12557.316
src-meter-0192-006,2026-01-15T11:12:00Z,meter-b-f03,17.13,13060.959
src-meter-0192-007,2026-01-15T11:12:00Z,meter-b-f04,18.95,13564.599
src-meter-0192-008,2026-01-15T11:12:00Z,meter-c-f01,11.62,14040.521
src-meter-0192-009,2026-01-15T11:12:00Z,meter-c-f02,12.73,14544.118
src-meter-0192-010,2026-01-15T11:12:00Z,meter-c-f03,14.33,15047.804
src-meter-0192-011,2026-01-15T11:12:00Z,meter-c-f04,15.76,15551.560
src-meter-0193-000,2026-01-15T11:13:00Z,meter-a-f01,14.80,10047.585
src-meter-0193-001,2026-01-15T11:13:00Z,meter-a-f02,15.23,10552.534
src-meter-0193-002,2026-01-15T11:13:00Z,meter-a-f03,16.41,11057.185
src-meter-0193-003,2026-01-15T11:13:00Z,meter-a-f04,17.24,11561.437
src-meter-0193-004,2026-01-15T11:13:00Z,meter-b-f01,14.55,12053.665
src-meter-0193-005,2026-01-15T11:13:00Z,meter-b-f02,15.49,12557.574
src-meter-0193-006,2026-01-15T11:13:00Z,meter-b-f03,17.03,13061.243
src-meter-0193-007,2026-01-15T11:13:00Z,meter-b-f04,18.73,13564.911
src-meter-0193-008,2026-01-15T11:13:00Z,meter-c-f01,11.48,14040.712
src-meter-0193-009,2026-01-15T11:13:00Z,meter-c-f02,12.99,14544.334
src-meter-0193-010,2026-01-15T11:13:00Z,meter-c-f03,14.48,15048.046
src-meter-0193-011,2026-01-15T11:13:00Z,meter-c-f04,15.43,15551.817
src-meter-0194-000,2026-01-15T11:14:00Z,meter-a-f01,14.83,10047.832
src-meter-0194-001,2026-01-15T11:14:00Z,meter-a-f02,15.53,10552.793
src-meter-0194-002,2026-01-15T11:14:00Z,meter-a-f03,15.81,11057.449
src-meter-0194-003,2026-01-15T11:14:00Z,meter-a-f04,16.66,11561.715
src-meter-0194-004,2026-01-15T11:14:00Z,meter-b-f01,14.57,12053.908
src-meter-0194-005,2026-01-15T11:14:00Z,meter-b-f02,16.04,12557.842
src-meter-0194-006,2026-01-15T11:14:00Z,meter-b-f03,17.52,13061.535
src-meter-0194-007,2026-01-15T11:14:00Z,meter-b-f04,18.39,13565.218
src-meter-0194-008,2026-01-15T11:14:00Z,meter-c-f01,11.35,14040.901
src-meter-0194-009,2026-01-15T11:14:00Z,meter-c-f02,12.51,14544.543
src-meter-0194-010,2026-01-15T11:14:00Z,meter-c-f03,14.44,15048.286
src-meter-0194-011,2026-01-15T11:14:00Z,meter-c-f04,15.69,15552.078
src-meter-0195-000,2026-01-15T11:15:00Z,meter-a-f01,14.33,10048.071
src-meter-0195-001,2026-01-15T11:15:00Z,meter-a-f02,15.58,10553.052
src-meter-0195-002,2026-01-15T11:15:00Z,meter-a-f03,16.25,11057.719
src-meter-0195-003,2026-01-15T11:15:00Z,meter-a-f04,17.08,11561.999
src-meter-0195-004,2026-01-15T11:15:00Z,meter-b-f01,14.05,12054.142
src-meter-0195-005,2026-01-15T11:15:00Z,meter-b-f02,15.99,12558.108
src-meter-0195-006,2026-01-15T11:15:00Z,meter-b-f03,17.21,13061.821
src-meter-0195-007,2026-01-15T11:15:00Z,meter-b-f04,18.66,13565.529
src-meter-0195-008,2026-01-15T11:15:00Z,meter-c-f01,11.09,14041.086
src-meter-0195-009,2026-01-15T11:15:00Z,meter-c-f02,12.76,14544.755
src-meter-0195-010,2026-01-15T11:15:00Z,meter-c-f03,14.48,15048.528
src-meter-0195-011,2026-01-15T11:15:00Z,meter-c-f04,15.57,15552.338
src-meter-0196-000,2026-01-15T11:16:00Z,meter-a-f01,14.68,10048.315
src-meter-0196-001,2026-01-15T11:16:00Z,meter-a-f02,15.06,10553.303
src-meter-0196-002,2026-01-15T11:16:00Z,meter-a-f03,15.90,11057.984
src-meter-0196-003,2026-01-15T11:16:00Z,meter-a-f04,16.86,11562.280
src-meter-0196-004,2026-01-15T11:16:00Z,meter-b-f01,14.27,12054.380
src-meter-0196-005,2026-01-15T11:16:00Z,meter-b-f02,15.83,12558.372
src-meter-0196-006,2026-01-15T11:16:00Z,meter-b-f03,17.33,13062.110
src-meter-0196-007,2026-01-15T11:16:00Z,meter-b-f04,18.67,13565.840
src-meter-0196-008,2026-01-15T11:16:00Z,meter-c-f01,11.36,14041.276
src-meter-0196-009,2026-01-15T11:16:00Z,meter-c-f02,12.78,14544.968
src-meter-0196-010,2026-01-15T11:16:00Z,meter-c-f03,14.21,15048.765
src-meter-0196-011,2026-01-15T11:16:00Z,meter-c-f04,15.32,15552.593
src-meter-0197-000,2026-01-15T11:17:00Z,meter-a-f01,14.43,10048.556
src-meter-0197-001,2026-01-15T11:17:00Z,meter-a-f02,15.07,10553.555
src-meter-0197-002,2026-01-15T11:17:00Z,meter-a-f03,15.72,11058.246
src-meter-0197-003,2026-01-15T11:17:00Z,meter-a-f04,16.51,11562.556
src-meter-0197-004,2026-01-15T11:17:00Z,meter-b-f01,14.20,12054.616
src-meter-0197-005,2026-01-15T11:17:00Z,meter-b-f02,15.48,12558.630
src-meter-0197-006,2026-01-15T11:17:00Z,meter-b-f03,16.94,13062.393
src-meter-0197-007,2026-01-15T11:17:00Z,meter-b-f04,18.72,13566.152
src-meter-0197-008,2026-01-15T11:17:00Z,meter-c-f01,11.14,14041.461
src-meter-0197-009,2026-01-15T11:17:00Z,meter-c-f02,12.73,14545.180
src-meter-0197-010,2026-01-15T11:17:00Z,meter-c-f03,14.19,15049.001
src-meter-0197-011,2026-01-15T11:17:00Z,meter-c-f04,15.94,15552.859
src-meter-0198-000,2026-01-15T11:18:00Z,meter-a-f01,14.10,10048.791
src-meter-0198-001,2026-01-15T11:18:00Z,meter-a-f02,15.42,10553.812
src-meter-0198-002,2026-01-15T11:18:00Z,meter-a-f03,15.70,11058.508
src-meter-0198-003,2026-01-15T11:18:00Z,meter-a-f04,16.58,11562.832
src-meter-0198-004,2026-01-15T11:18:00Z,meter-b-f01,14.44,12054.857
src-meter-0198-005,2026-01-15T11:18:00Z,meter-b-f02,15.83,12558.894
src-meter-0198-006,2026-01-15T11:18:00Z,meter-b-f03,17.27,13062.680
src-meter-0198-007,2026-01-15T11:18:00Z,meter-b-f04,18.35,13566.458
src-meter-0198-008,2026-01-15T11:18:00Z,meter-c-f01,11.70,14041.656
src-meter-0198-009,2026-01-15T11:18:00Z,meter-c-f02,12.85,14545.395
src-meter-0198-010,2026-01-15T11:18:00Z,meter-c-f03,14.14,15049.237
src-meter-0198-011,2026-01-15T11:18:00Z,meter-c-f04,15.44,15553.116
src-meter-0199-000,2026-01-15T11:19:00Z,meter-a-f01,14.67,10049.035
src-meter-0199-001,2026-01-15T11:19:00Z,meter-a-f02,15.24,10554.066
src-meter-0199-002,2026-01-15T11:19:00Z,meter-a-f03,15.62,11058.768
src-meter-0199-003,2026-01-15T11:19:00Z,meter-a-f04,16.73,11563.111
src-meter-0199-004,2026-01-15T11:19:00Z,meter-b-f01,14.60,12055.100
src-meter-0199-005,2026-01-15T11:19:00Z,meter-b-f02,15.66,12559.155
src-meter-0199-006,2026-01-15T11:19:00Z,meter-b-f03,17.49,13062.972
src-meter-0199-007,2026-01-15T11:19:00Z,meter-b-f04,18.41,13566.764
src-meter-0199-008,2026-01-15T11:19:00Z,meter-c-f01,11.42,14041.847
src-meter-0199-009,2026-01-15T11:19:00Z,meter-c-f02,12.74,14545.607
src-meter-0199-010,2026-01-15T11:19:00Z,meter-c-f03,14.32,15049.475
src-meter-0199-011,2026-01-15T11:19:00Z,meter-c-f04,15.54,15553.375
src-meter-0200-000,2026-01-15T11:20:00Z,meter-a-f01,14.09,10049.270
src-meter-0200-001,2026-01-15T11:20:00Z,meter-a-f02,14.96,10554.315
src-meter-0200-002,2026-01-15T11:20:00Z,meter-a-f03,15.72,11059.030
src-meter-0200-003,2026-01-15T11:20:00Z,meter-a-f04,16.72,11563.389
src-meter-0200-004,2026-01-15T11:20:00Z,meter-b-f01,14.20,12055.337
src-meter-0200-005,2026-01-15T11:20:00Z,meter-b-f02,15.75,12559.418
src-meter-0200-006,2026-01-15T11:20:00Z,meter-b-f03,17.15,13063.258
src-meter-0200-007,2026-01-15T11:20:00Z,meter-b-f04,18.77,13567.077
src-meter-0200-008,2026-01-15T11:20:00Z,meter-c-f01,11.28,14042.035
src-meter-0200-009,2026-01-15T11:20:00Z,meter-c-f02,12.90,14545.822
src-meter-0200-010,2026-01-15T11:20:00Z,meter-c-f03,14.17,15049.712
src-meter-0200-011,2026-01-15T11:20:00Z,meter-c-f04,15.79,15553.638
src-meter-0201-000,2026-01-15T11:21:00Z,meter-a-f01,14.01,10049.504
src-meter-0201-001,2026-01-15T11:21:00Z,meter-a-f02,14.98,10554.565
src-meter-0201-002,2026-01-15T11:21:00Z,meter-a-f03,15.81,11059.294
src-meter-0201-003,2026-01-15T11:21:00Z,meter-a-f04,16.72,11563.668
src-meter-0201-004,2026-01-15T11:21:00Z,meter-b-f01,14.27,12055.575
src-meter-0201-005,2026-01-15T11:21:00Z,meter-b-f02,15.57,12559.677
src-meter-0201-006,2026-01-15T11:21:00Z,meter-b-f03,17.04,13063.542
src-meter-0201-007,2026-01-15T11:21:00Z,meter-b-f04,18.71,13567.389
src-meter-0201-008,2026-01-15T11:21:00Z,meter-c-f01,11.44,14042.225
src-meter-0201-009,2026-01-15T11:21:00Z,meter-c-f02,12.69,14546.033
src-meter-0201-010,2026-01-15T11:21:00Z,meter-c-f03,14.52,15049.954
src-meter-0201-011,2026-01-15T11:21:00Z,meter-c-f04,15.85,15553.903
src-meter-0202-000,2026-01-15T11:22:00Z,meter-a-f01,14.45,10049.744
src-meter-0202-001,2026-01-15T11:22:00Z,meter-a-f02,15.00,10554.815
src-meter-0202-002,2026-01-15T11:22:00Z,meter-a-f03,15.95,11059.560
src-meter-0202-003,2026-01-15T11:22:00Z,meter-a-f04,16.61,11563.945
src-meter-0202-004,2026-01-15T11:22:00Z,meter-b-f01,14.70,12055.820
src-meter-0202-005,2026-01-15T11:22:00Z,meter-b-f02,16.02,12559.944
src-meter-0202-006,2026-01-15T11:22:00Z,meter-b-f03,16.89,13063.823
src-meter-0202-007,2026-01-15T11:22:00Z,meter-b-f04,18.32,13567.694
src-meter-0202-008,2026-01-15T11:22:00Z,meter-c-f01,11.69,14042.420
src-meter-0202-009,2026-01-15T11:22:00Z,meter-c-f02,13.02,14546.250
src-meter-0202-010,2026-01-15T11:22:00Z,meter-c-f03,13.91,15050.186
src-meter-0202-011,2026-01-15T11:22:00Z,meter-c-f04,15.77,15554.165
src-meter-0203-000,2026-01-15T11:23:00Z,meter-a-f01,14.10,10049.979
src-meter-0203-001,2026-01-15T11:23:00Z,meter-a-f02,14.85,10555.062
src-meter-0203-002,2026-01-15T11:23:00Z,meter-a-f03,16.11,11059.828
src-meter-0203-003,2026-01-15T11:23:00Z,meter-a-f04,16.72,11564.223
src-meter-0203-004,2026-01-15T11:23:00Z,meter-b-f01,14.44,12056.061
src-meter-0203-005,2026-01-15T11:23:00Z,meter-b-f02,15.76,12560.207
src-meter-0203-006,2026-01-15T11:23:00Z,meter-b-f03,17.17,13064.109
src-meter-0203-007,2026-01-15T11:23:00Z,meter-b-f04,18.46,13568.002
src-meter-0203-008,2026-01-15T11:23:00Z,meter-c-f01,11.29,14042.608
src-meter-0203-009,2026-01-15T11:23:00Z,meter-c-f02,13.07,14546.468
src-meter-0203-010,2026-01-15T11:23:00Z,meter-c-f03,14.50,15050.427
src-meter-0203-011,2026-01-15T11:23:00Z,meter-c-f04,15.29,15554.420
src-meter-0204-000,2026-01-15T11:24:00Z,meter-a-f01,14.15,10050.215
src-meter-0204-001,2026-01-15T11:24:00Z,meter-a-f02,14.90,10555.310
src-meter-0204-002,2026-01-15T11:24:00Z,meter-a-f03,15.69,11060.090
src-meter-0204-003,2026-01-15T11:24:00Z,meter-a-f04,16.84,11564.504
src-meter-0204-004,2026-01-15T11:24:00Z,meter-b-f01,14.73,12056.306
src-meter-0204-005,2026-01-15T11:24:00Z,meter-b-f02,15.58,12560.466
src-meter-0204-006,2026-01-15T11:24:00Z,meter-b-f03,16.85,13064.390
src-meter-0204-007,2026-01-15T11:24:00Z,meter-b-f04,18.28,13568.307
src-meter-0204-008,2026-01-15T11:24:00Z,meter-c-f01,11.21,14042.795
src-meter-0204-009,2026-01-15T11:24:00Z,meter-c-f02,12.62,14546.678
src-meter-0204-010,2026-01-15T11:24:00Z,meter-c-f03,14.51,15050.669
src-meter-0204-011,2026-01-15T11:24:00Z,meter-c-f04,15.77,15554.683
src-meter-0205-000,2026-01-15T11:25:00Z,meter-a-f01,14.29,10050.453
src-meter-0205-001,2026-01-15T11:25:00Z,meter-a-f02,14.61,10555.554
src-meter-0205-002,2026-01-15T11:25:00Z,meter-a-f03,15.73,11060.352
src-meter-0205-003,2026-01-15T11:25:00Z,meter-a-f04,16.39,11564.777
src-meter-0205-004,2026-01-15T11:25:00Z,meter-b-f01,14.75,12056.552
src-meter-0205-005,2026-01-15T11:25:00Z,meter-b-f02,15.61,12560.727
src-meter-0205-006,2026-01-15T11:25:00Z,meter-b-f03,17.31,13064.679
src-meter-0205-007,2026-01-15T11:25:00Z,meter-b-f04,18.67,13568.618
src-meter-0205-008,2026-01-15T11:25:00Z,meter-c-f01,11.28,14042.983
src-meter-0205-009,2026-01-15T11:25:00Z,meter-c-f02,13.08,14546.896
src-meter-0205-010,2026-01-15T11:25:00Z,meter-c-f03,14.46,15050.910
src-meter-0205-011,2026-01-15T11:25:00Z,meter-c-f04,15.39,15554.940
src-meter-0206-000,2026-01-15T11:26:00Z,meter-a-f01,14.24,10050.691
src-meter-0206-001,2026-01-15T11:26:00Z,meter-a-f02,14.58,10555.797
src-meter-0206-002,2026-01-15T11:26:00Z,meter-a-f03,15.71,11060.614
src-meter-0206-003,2026-01-15T11:26:00Z,meter-a-f04,16.37,11565.050
src-meter-0206-004,2026-01-15T11:26:00Z,meter-b-f01,14.58,12056.795
src-meter-0206-005,2026-01-15T11:26:00Z,meter-b-f02,15.97,12560.993
src-meter-0206-006,2026-01-15T11:26:00Z,meter-b-f03,17.19,13064.965
src-meter-0206-007,2026-01-15T11:26:00Z,meter-b-f04,18.75,13568.930
src-meter-0206-008,2026-01-15T11:26:00Z,meter-c-f01,11.66,14043.177
src-meter-0206-009,2026-01-15T11:26:00Z,meter-c-f02,12.83,14547.110
src-meter-0206-010,2026-01-15T11:26:00Z,meter-c-f03,14.20,15051.147
src-meter-0206-011,2026-01-15T11:26:00Z,meter-c-f04,15.47,15555.197
src-meter-0207-000,2026-01-15T11:27:00Z,meter-a-f01,14.15,10050.927
src-meter-0207-001,2026-01-15T11:27:00Z,meter-a-f02,14.84,10556.044
src-meter-0207-002,2026-01-15T11:27:00Z,meter-a-f03,15.39,11060.870
src-meter-0207-003,2026-01-15T11:27:00Z,meter-a-f04,16.33,11565.322
src-meter-0207-004,2026-01-15T11:27:00Z,meter-b-f01,14.42,12057.035
src-meter-0207-005,2026-01-15T11:27:00Z,meter-b-f02,16.12,12561.261
src-meter-0207-006,2026-01-15T11:27:00Z,meter-b-f03,17.24,13065.252
src-meter-0207-007,2026-01-15T11:27:00Z,meter-b-f04,18.45,13569.238
src-meter-0207-008,2026-01-15T11:27:00Z,meter-c-f01,11.22,14043.364
src-meter-0207-009,2026-01-15T11:27:00Z,meter-c-f02,12.72,14547.322
src-meter-0207-010,2026-01-15T11:27:00Z,meter-c-f03,14.13,15051.382
src-meter-0207-011,2026-01-15T11:27:00Z,meter-c-f04,15.44,15555.455
src-meter-0208-000,2026-01-15T11:28:00Z,meter-a-f01,14.37,10051.166
src-meter-0208-001,2026-01-15T11:28:00Z,meter-a-f02,15.08,10556.296
src-meter-0208-002,2026-01-15T11:28:00Z,meter-a-f03,15.58,11061.130
src-meter-0208-003,2026-01-15T11:28:00Z,meter-a-f04,16.77,11565.602
src-meter-0208-004,2026-01-15T11:28:00Z,meter-b-f01,14.48,12057.277
src-meter-0208-005,2026-01-15T11:28:00Z,meter-b-f02,15.80,12561.525
src-meter-0208-006,2026-01-15T11:28:00Z,meter-b-f03,16.96,13065.535
src-meter-0208-007,2026-01-15T11:28:00Z,meter-b-f04,18.32,13569.543
src-meter-0208-008,2026-01-15T11:28:00Z,meter-c-f01,11.57,14043.557
src-meter-0208-009,2026-01-15T11:28:00Z,meter-c-f02,12.92,14547.538
src-meter-0208-010,2026-01-15T11:28:00Z,meter-c-f03,14.46,15051.623
src-meter-0208-011,2026-01-15T11:28:00Z,meter-c-f04,15.51,15555.713
src-meter-0209-000,2026-01-15T11:29:00Z,meter-a-f01,14.25,10051.404
src-meter-0209-001,2026-01-15T11:29:00Z,meter-a-f02,15.09,10556.547
src-meter-0209-002,2026-01-15T11:29:00Z,meter-a-f03,15.43,11061.387
src-meter-0209-003,2026-01-15T11:29:00Z,meter-a-f04,16.42,11565.875
src-meter-0209-004,2026-01-15T11:29:00Z,meter-b-f01,14.44,12057.517
src-meter-0209-005,2026-01-15T11:29:00Z,meter-b-f02,15.83,12561.789
src-meter-0209-006,2026-01-15T11:29:00Z,meter-b-f03,17.46,13065.826
src-meter-0209-007,2026-01-15T11:29:00Z,meter-b-f04,18.51,13569.852
src-meter-0209-008,2026-01-15T11:29:00Z,meter-c-f01,11.13,14043.743
src-meter-0209-009,2026-01-15T11:29:00Z,meter-c-f02,12.93,14547.753
src-meter-0209-010,2026-01-15T11:29:00Z,meter-c-f03,14.21,15051.860
src-meter-0209-011,2026-01-15T11:29:00Z,meter-c-f04,15.33,15555.969
src-meter-0210-000,2026-01-15T11:30:00Z,meter-a-f01,14.18,10051.640
src-meter-0210-001,2026-01-15T11:30:00Z,meter-a-f02,14.88,10556.795
src-meter-0210-002,2026-01-15T11:30:00Z,meter-a-f03,15.58,11061.647
src-meter-0210-003,2026-01-15T11:30:00Z,meter-a-f04,16.29,11566.147
src-meter-0210-004,2026-01-15T11:30:00Z,meter-b-f01,14.40,12057.757
src-meter-0210-005,2026-01-15T11:30:00Z,meter-b-f02,15.53,12562.047
src-meter-0210-006,2026-01-15T11:30:00Z,meter-b-f03,16.91,13066.108
src-meter-0210-007,2026-01-15T11:30:00Z,meter-b-f04,18.87,13570.166
src-meter-0210-008,2026-01-15T11:30:00Z,meter-c-f01,11.20,14043.929
src-meter-0210-009,2026-01-15T11:30:00Z,meter-c-f02,13.06,14547.971
src-meter-0210-010,2026-01-15T11:30:00Z,meter-c-f03,14.24,15052.097
src-meter-0210-011,2026-01-15T11:30:00Z,meter-c-f04,15.73,15556.231
src-meter-0211-000,2026-01-15T11:31:00Z,meter-a-f01,13.85,10051.871
src-meter-0211-001,2026-01-15T11:31:00Z,meter-a-f02,14.43,10557.036
src-meter-0211-002,2026-01-15T11:31:00Z,meter-a-f03,15.66,11061.908
src-meter-0211-003,2026-01-15T11:31:00Z,meter-a-f04,16.64,11566.424
src-meter-0211-004,2026-01-15T11:31:00Z,meter-b-f01,14.67,12058.002
src-meter-0211-005,2026-01-15T11:31:00Z,meter-b-f02,16.06,12562.315
src-meter-0211-006,2026-01-15T11:31:00Z,meter-b-f03,17.13,13066.393
src-meter-0211-007,2026-01-15T11:31:00Z,meter-b-f04,18.36,13570.472
src-meter-0211-008,2026-01-15T11:31:00Z,meter-c-f01,11.66,14044.124
src-meter-0211-009,2026-01-15T11:31:00Z,meter-c-f02,12.48,14548.179
src-meter-0211-010,2026-01-15T11:31:00Z,meter-c-f03,14.14,15052.333
src-meter-0211-011,2026-01-15T11:31:00Z,meter-c-f04,15.59,15556.491
src-meter-0212-000,2026-01-15T11:32:00Z,meter-a-f01,13.75,10052.100
src-meter-0212-001,2026-01-15T11:32:00Z,meter-a-f02,14.99,10557.285
src-meter-0212-002,2026-01-15T11:32:00Z,meter-a-f03,15.26,11062.162
src-meter-0212-003,2026-01-15T11:32:00Z,meter-a-f04,16.54,11566.700
src-meter-0212-004,2026-01-15T11:32:00Z,meter-b-f01,14.51,12058.244
src-meter-0212-005,2026-01-15T11:32:00Z,meter-b-f02,15.94,12562.581
src-meter-0212-006,2026-01-15T11:32:00Z,meter-b-f03,17.27,13066.681
