source_record_id,observed_at,device_id,room_temperature_c,relative_humidity_pct,co2_ppm
src-iaq-0231-012,2026-01-15T11:51:00Z,iaq-a-f04-east-r01,24.74,48.0,863.2
src-iaq-0231-013,2026-01-15T11:51:00Z,iaq-a-f04-east-r02,24.70,47.9,829.8
src-iaq-0231-014,2026-01-15T11:51:00Z,iaq-a-f04-west-r01,24.61,47.5,797.6
src-iaq-0231-015,2026-01-15T11:51:00Z,iaq-a-f04-west-r02,24.51,48.4,773.6
src-iaq-0231-016,2026-01-15T11:51:00Z,iaq-b-f01-east-r01,23.81,48.5,732.2
src-iaq-0231-017,2026-01-15T11:51:00Z,iaq-b-f01-east-r02,23.64,48.4,741.8
src-iaq-0231-018,2026-01-15T11:51:00Z,iaq-b-f01-west-r01,23.67,48.1,702.9
src-iaq-0231-019,2026-01-15T11:51:00Z,iaq-b-f01-west-r02,23.51,48.2,680.3
src-iaq-0231-020,2026-01-15T11:51:00Z,iaq-b-f02-east-r01,23.67,48.2,657.6
src-iaq-0231-021,2026-01-15T11:51:00Z,iaq-b-f02-east-r02,23.70,49.0,674.1
src-iaq-0231-022,2026-01-15T11:51:00Z,iaq-b-f02-west-r01,23.69,49.5,656.1
src-iaq-0231-023,2026-01-15T11:51:00Z,iaq-b-f02-west-r02,23.64,49.8,700.3
src-iaq-0231-024,2026-01-15T11:51:00Z,iaq-b-f03-east-r01,23.78,50.1,690.2
src-iaq-0231-025,2026-01-15T11:51:00Z,iaq-b-f03-east-r02,23.57,50.6,706.8
src-iaq-0231-026,2026-01-15T11:51:00Z,iaq-b-f03-west-r01,23.58,50.4,658.1
src-iaq-0231-027,2026-01-15T11:51:00Z,iaq-b-f03-west-r02,23.57,50.9,689.5
src-iaq-0231-028,2026-01-15T11:51:00Z,iaq-b-f04-east-r01,23.87,51.6,677.9
src-iaq-0231-029,2026-01-15T11:51:00Z,iaq-b-f04-east-r02,23.81,52.5,686.1
src-iaq-0231-030,2026-01-15T11:51:00Z,iaq-b-f04-west-r01,23.97,52.3,649.8
src-iaq-0231-031,2026-01-15T11:51:00Z,iaq-b-f04-west-r02,23.96,53.1,705.5
src-iaq-0231-032,2026-01-15T11:51:00Z,iaq-c-f01-east-r01,23.76,53.6,650.3
src-iaq-0231-033,2026-01-15T11:51:00Z,iaq-c-f01-east-r02,23.79,54.0,682.4
src-iaq-0231-034,2026-01-15T11:51:00Z,iaq-c-f01-west-r01,23.87,53.8,690.4
src-iaq-0231-035,2026-01-15T11:51:00Z,iaq-c-f01-west-r02,24.12,54.1,681.1
src-iaq-0231-036,2026-01-15T11:51:00Z,iaq-c-f02-east-r01,24.40,54.7,675.8
src-iaq-0231-037,2026-01-15T11:51:00Z,iaq-c-f02-east-r02,24.46,55.6,683.4
src-iaq-0231-038,2026-01-15T11:51:00Z,iaq-c-f02-west-r01,24.51,54.9,668.9
src-iaq-0231-039,2026-01-15T11:51:00Z,iaq-c-f02-west-r02,24.57,56.0,680.7
src-iaq-0231-040,2026-01-15T11:51:00Z,iaq-c-f03-east-r01,24.91,55.4,690.2
src-iaq-0231-041,2026-01-15T11:51:00Z,iaq-c-f03-east-r02,24.95,55.3,683.2
src-iaq-0231-042,2026-01-15T11:51:00Z,iaq-c-f03-west-r01,25.03,55.7,675.9
src-iaq-0231-043,2026-01-15T11:51:00Z,iaq-c-f03-west-r02,25.07,55.5,705.7
src-iaq-0231-044,2026-01-15T11:51:00Z,iaq-c-f04-east-r01,25.38,55.9,675.9
src-iaq-0231-045,2026-01-15T11:51:00Z,iaq-c-f04-east-r02,25.57,55.6,695.5
src-iaq-0231-046,2026-01-15T11:51:00Z,iaq-c-f04-west-r01,25.58,55.6,663.0
src-iaq-0231-047,2026-01-15T11:51:00Z,iaq-c-f04-west-r02,25.63,55.5,683.8
src-iaq-0232-000,2026-01-15T11:52:00Z,iaq-a-f01-east-r01,25.16,51.9,897.4
src-iaq-0232-001,2026-01-15T11:52:00Z,iaq-a-f01-east-r02,25.02,51.3,955.8
src-iaq-0232-002,2026-01-15T11:52:00Z,iaq-a-f01-west-r01,25.07,51.5,943.1
src-iaq-0232-003,2026-01-15T11:52:00Z,iaq-a-f01-west-r02,24.85,50.6,937.8
src-iaq-0232-004,2026-01-15T11:52:00Z,iaq-a-f02-east-r01,24.97,49.8,942.8
src-iaq-0232-005,2026-01-15T11:52:00Z,iaq-a-f02-east-r02,25.09,50.1,927.9
src-iaq-0232-006,2026-01-15T11:52:00Z,iaq-a-f02-west-r01,24.91,50.2,907.7
src-iaq-0232-007,2026-01-15T11:52:00Z,iaq-a-f02-west-r02,24.77,49.3,917.5
src-iaq-0232-008,2026-01-15T11:52:00Z,iaq-a-f03-east-r01,25.02,49.0,926.1
src-iaq-0232-009,2026-01-15T11:52:00Z,iaq-a-f03-east-r02,24.76,48.4,916.5
src-iaq-0232-010,2026-01-15T11:52:00Z,iaq-a-f03-west-r01,24.77,48.2,876.6
src-iaq-0232-011,2026-01-15T11:52:00Z,iaq-a-f03-west-r02,24.55,48.8,886.7
src-iaq-0232-012,2026-01-15T11:52:00Z,iaq-a-f04-east-r01,24.64,48.1,822.4
src-iaq-0232-013,2026-01-15T11:52:00Z,iaq-a-f04-east-r02,24.55,47.7,829.7
src-iaq-0232-014,2026-01-15T11:52:00Z,iaq-a-f04-west-r01,24.46,48.0,798.3
src-iaq-0232-015,2026-01-15T11:52:00Z,iaq-a-f04-west-r02,24.54,47.9,800.1
src-iaq-0232-016,2026-01-15T11:52:00Z,iaq-b-f01-east-r01,23.80,48.5,747.2
src-iaq-0232-017,2026-01-15T11:52:00Z,iaq-b-f01-east-r02,23.82,48.2,735.7
src-iaq-0232-018,2026-01-15T11:52:00Z,iaq-b-f01-west-r01,23.75,48.3,669.1
src-iaq-0232-019,2026-01-15T11:52:00Z,iaq-b-f01-west-r02,23.50,48.7,685.1
src-iaq-0232-020,2026-01-15T11:52:00Z,iaq-b-f02-east-r01,23.66,49.1,654.7
src-iaq-0232-021,2026-01-15T11:52:00Z,iaq-b-f02-east-r02,23.71,48.8,711.9
src-iaq-0232-022,2026-01-15T11:52:00Z,iaq-b-f02-west-r01,23.46,48.7,669.8
src-iaq-0232-023,2026-01-15T11:52:00Z,iaq-b-f02-west-r02,23.50,50.0,692.8
src-iaq-0232-024,2026-01-15T11:52:00Z,iaq-b-f03-east-r01,23.76,50.5,669.0
src-iaq-0232-025,2026-01-15T11:52:00Z,iaq-b-f03-east-r02,23.76,50.5,668.5
src-iaq-0232-026,2026-01-15T11:52:00Z,iaq-b-f03-west-r01,23.64,51.1,663.8
src-iaq-0232-027,2026-01-15T11:52:00Z,iaq-b-f03-west-r02,23.59,51.1,678.2
src-iaq-0232-028,2026-01-15T11:52:00Z,iaq-b-f04-east-r01,23.79,51.9,672.0
src-iaq-0232-029,2026-01-15T11:52:00Z,iaq-b-f04-east-r02,23.93,51.8,701.8
src-iaq-0232-030,2026-01-15T11:52:00Z,iaq-b-f04-west-r01,23.92,52.3,653.2
src-iaq-0232-031,2026-01-15T11:52:00Z,iaq-b-f04-west-r02,23.93,53.2,677.6
src-iaq-0232-032,2026-01-15T11:52:00Z,iaq-c-f01-east-r01,23.92,53.6,654.8
src-iaq-0232-033,2026-01-15T11:52:00Z,iaq-c-f01-east-r02,23.83,53.3,692.3
src-iaq-0232-034,2026-01-15T11:52:00Z,iaq-c-f01-west-r01,23.88,53.8,657.6
src-iaq-0232-035,2026-01-15T11:52:00Z,iaq-c-f01-west-r02,23.95,54.4,677.8
src-iaq-0232-036,2026-01-15T11:52:00Z,iaq-c-f02-east-r01,24.35,54.6,661.4
src-iaq-0232-037,2026-01-15T11:52:00Z,iaq-c-f02-east-r02,24.40,55.6,705.7
src-iaq-0232-038,2026-01-15T11:52:00Z,iaq-c-f02-west-r01,24.46,55.8,670.9
src-iaq-0232-039,2026-01-15T11:52:00Z,iaq-c-f02-west-r02,24.72,55.5,701.2
src-iaq-0232-040,2026-01-15T11:52:00Z,iaq-c-f03-east-r01,24.92,56.0,651.8
src-iaq-0232-041,2026-01-15T11:52:00Z,iaq-c-f03-east-r02,25.00,56.0,691.1
src-iaq-0232-042,2026-01-15T11:52:00Z,iaq-c-f03-west-r01,25.19,55.8,656.0
src-iaq-0232-043,2026-01-15T11:52:00Z,iaq-c-f03-west-r02,25.22,55.6,676.6
src-iaq-0232-044,2026-01-15T11:52:00Z,iaq-c-f04-east-r01,25.39,55.4,679.9
src-iaq-0232-045,2026-01-15T11:52:00Z,iaq-c-f04-east-r02,25.58,55.4,683.1
src-iaq-0232-046,2026-01-15T11:52:00Z,iaq-c-f04-west-r01,25.66,56.2,676.2
src-iaq-0232-047,2026-01-15T11:52:00Z,iaq-c-f04-west-r02,25.74,55.3,701.3
src-iaq-0233-000,2026-01-15T11:53:00Z,iaq-a-f01-east-r01,25.07,52.1,927.5
src-iaq-0233-001,2026-01-15T11:53:00Z,iaq-a-f01-east-r02,24.92,51.1,953.4
src-iaq-0233-002,2026-01-15T11:53:00Z,iaq-a-f01-west-r01,24.88,51.5,918.2
src-iaq-0233-003,2026-01-15T11:53:00Z,iaq-a-f01-west-r02,24.97,50.4,955.2
src-iaq-0233-004,2026-01-15T11:53:00Z,iaq-a-f02-east-r01,25.01,50.3,946.0
src-iaq-0233-005,2026-01-15T11:53:00Z,iaq-a-f02-east-r02,24.85,49.8,927.5
src-iaq-0233-006,2026-01-15T11:53:00Z,iaq-a-f02-west-r01,24.80,49.2,933.6
src-iaq-0233-007,2026-01-15T11:53:00Z,iaq-a-f02-west-r02,24.93,49.6,929.0
src-iaq-0233-008,2026-01-15T11:53:00Z,iaq-a-f03-east-r01,25.02,49.1,887.4
src-iaq-0233-009,2026-01-15T11:53:00Z,iaq-a-f03-east-r02,24.70,48.6,919.2
src-iaq-0233-010,2026-01-15T11:53:00Z,iaq-a-f03-west-r01,24.75,48.8,894.0
src-iaq-0233-011,2026-01-15T11:53:00Z,iaq-a-f03-west-r02,24.70,48.0,871.6
src-iaq-0233-012,2026-01-15T11:53:00Z,iaq-a-f04-east-r01,24.63,48.5,830.6
src-iaq-0233-013,2026-01-15T11:53:00Z,iaq-a-f04-east-r02,24.63,47.6,835.6
src-iaq-0233-014,2026-01-15T11:53:00Z,iaq-a-f04-west-r01,24.49,47.4,768.7
src-iaq-0233-015,2026-01-15T11:53:00Z,iaq-a-f04-west-r02,24.40,47.9,782.4
src-iaq-0233-016,2026-01-15T11:53:00Z,iaq-b-f01-east-r01,23.88,47.7,749.7
src-iaq-0233-017,2026-01-15T11:53:00Z,iaq-b-f01-east-r02,23.57,48.1,712.6
src-iaq-0233-018,2026-01-15T11:53:00Z,iaq-b-f01-west-r01,23.62,48.6,667.6
src-iaq-0233-019,2026-01-15T11:53:00Z,iaq-b-f01-west-r02,23.49,48.2,704.2
src-iaq-0233-020,2026-01-15T11:53:00Z,iaq-b-f02-east-r01,23.54,49.2,663.5
src-iaq-0233-021,2026-01-15T11:53:00Z,iaq-b-f02-east-r02,23.55,49.1,674.8
src-iaq-0233-022,2026-01-15T11:53:00Z,iaq-b-f02-west-r01,23.52,49.2,674.6
src-iaq-0233-023,2026-01-15T11:53:00Z,iaq-b-f02-west-r02,23.47,50.1,678.7
src-iaq-0233-024,2026-01-15T11:53:00Z,iaq-b-f03-east-r01,23.74,50.2,661.0
src-iaq-0233-025,2026-01-15T11:53:00Z,iaq-b-f03-east-r02,23.71,50.0,690.8
src-iaq-0233-026,2026-01-15T11:53:00Z,iaq-b-f03-west-r01,23.65,51.1,664.8
src-iaq-0233-027,2026-01-15T11:53:00Z,iaq-b-f03-west-r02,23.69,51.8,690.0
src-iaq-0233-028,2026-01-15T11:53:00Z,iaq-b-f04-east-r01,23.75,52.0,680.2
src-iaq-0233-029,2026-01-15T11:53:00Z,iaq-b-f04-east-r02,23.87,52.1,679.0
src-iaq-0233-030,2026-01-15T11:53:00Z,iaq-b-f04-west-r01,23.80,52.8,669.2
src-iaq-0233-031,2026-01-15T11:53:00Z,iaq-b-f04-west-r02,23.90,52.9,692.8
src-iaq-0233-032,2026-01-15T11:53:00Z,iaq-c-f01-east-r01,23.91,53.6,689.6
src-iaq-0233-033,2026-01-15T11:53:00Z,iaq-c-f01-east-r02,23.82,53.9,704.7
src-iaq-0233-034,2026-01-15T11:53:00Z,iaq-c-f01-west-r01,24.09,54.3,657.4
src-iaq-0233-035,2026-01-15T11:53:00Z,iaq-c-f01-west-r02,24.16,54.9,668.0
src-iaq-0233-036,2026-01-15T11:53:00Z,iaq-c-f02-east-r01,24.38,54.6,676.1
src-iaq-0233-037,2026-01-15T11:53:00Z,iaq-c-f02-east-r02,24.55,55.6,669.4
src-iaq-0233-038,2026-01-15T11:53:00Z,iaq-c-f02-west-r01,24.46,55.6,655.3
src-iaq-0233-039,2026-01-15T11:53:00Z,iaq-c-f02-west-r02,24.66,55.3,685.4
src-iaq-0233-040,2026-01-15T11:53:00Z,iaq-c-f03-east-r01,24.82,55.8,677.3
src-iaq-0233-041,2026-01-15T11:53:00Z,iaq-c-f03-east-r02,24.92,56.4,674.2
src-iaq-0233-042,2026-01-15T11:53:00Z,iaq-c-f03-west-r01,25.14,56.4,684.2
src-iaq-0233-043,2026-01-15T11:53:00Z,iaq-c-f03-west-r02,25.14,56.2,670.0
src-iaq-0233-044,2026-01-15T11:53:00Z,iaq-c-f04-east-r01,25.44,56.2,686.6
src-iaq-0233-045,2026-01-15T11:53:00Z,iaq-c-f04-east-r02,25.48,56.3,704.4
src-iaq-0233-046,2026-01-15T11:53:00Z,iaq-c-f04-west-r01,25.76,56.2,665.6
src-iaq-0233-047,2026-01-15T11:53:00Z,iaq-c-f04-west-r02,25.62,55.0,681.2
src-iaq-0234-000,2026-01-15T11:54:00Z,iaq-a-f01-east-r01,25.14,51.9,904.4
src-iaq-0234-001,2026-01-15T11:54:00Z,iaq-a-f01-east-r02,25.01,50.9,933.2
src-iaq-0234-002,2026-01-15T11:54:00Z,iaq-a-f01-west-r01,24.90,50.7,922.6
src-iaq-0234-003,2026-01-15T11:54:00Z,iaq-a-f01-west-r02,24.95,50.3,947.0
src-iaq-0234-004,2026-01-15T11:54:00Z,iaq-a-f02-east-r01,24.98,49.9,947.9
src-iaq-0234-005,2026-01-15T11:54:00Z,iaq-a-f02-east-r02,24.97,49.3,945.0
src-iaq-0234-006,2026-01-15T11:54:00Z,iaq-a-f02-west-r01,24.92,49.1,922.6
src-iaq-0234-007,2026-01-15T11:54:00Z,iaq-a-f02-west-r02,24.68,49.4,913.5
src-iaq-0234-008,2026-01-15T11:54:00Z,iaq-a-f03-east-r01,24.91,48.7,888.8
src-iaq-0234-009,2026-01-15T11:54:00Z,iaq-a-f03-east-r02,24.71,48.7,898.4
src-iaq-0234-010,2026-01-15T11:54:00Z,iaq-a-f03-west-r01,24.75,48.2,873.5
src-iaq-0234-011,2026-01-15T11:54:00Z,iaq-a-f03-west-r02,24.49,48.3,845.8
src-iaq-0234-012,2026-01-15T11:54:00Z,iaq-a-f04-east-r01,24.75,48.3,823.6
src-iaq-0234-013,2026-01-15T11:54:00Z,iaq-a-f04-east-r02,24.59,47.7,827.7
src-iaq-0234-014,2026-01-15T11:54:00Z,iaq-a-f04-west-r01,24.58,48.3,761.4
src-iaq-0234-015,2026-01-15T11:54:00Z,iaq-a-f04-west-r02,24.40,47.7,756.4
src-iaq-0234-016,2026-01-15T11:54:00Z,iaq-b-f01-east-r01,23.73,47.6,711.6
src-iaq-0234-017,2026-01-15T11:54:00Z,iaq-b-f01-east-r02,23.69,48.0,719.4
src-iaq-0234-018,2026-01-15T11:54:00Z,iaq-b-f01-west-r01,23.47,48.0,680.4
src-iaq-0234-019,2026-01-15T11:54:00Z,iaq-b-f01-west-r02,23.44,48.8,690.7
src-iaq-0234-020,2026-01-15T11:54:00Z,iaq-b-f02-east-r01,23.73,48.5,659.6
src-iaq-0234-021,2026-01-15T11:54:00Z,iaq-b-f02-east-r02,23.53,49.6,682.6
src-iaq-0234-022,2026-01-15T11:54:00Z,iaq-b-f02-west-r01,23.64,49.7,668.2
src-iaq-0234-023,2026-01-15T11:54:00Z,iaq-b-f02-west-r02,23.50,50.4,670.4
src-iaq-0234-024,2026-01-15T11:54:00Z,iaq-b-f03-east-r01,23.76,50.2,680.3
src-iaq-0234-025,2026-01-15T11:54:00Z,iaq-b-f03-east-r02,23.61,51.0,700.7
src-iaq-0234-026,2026-01-15T11:54:00Z,iaq-b-f03-west-r01,23.61,51.6,668.0
src-iaq-0234-027,2026-01-15T11:54:00Z,iaq-b-f03-west-r02,23.77,51.1,694.0
src-iaq-0234-028,2026-01-15T11:54:00Z,iaq-b-f04-east-r01,23.75,51.5,664.9
src-iaq-0234-029,2026-01-15T11:54:00Z,iaq-b-f04-east-r02,23.91,52.1,697.9
src-iaq-0234-030,2026-01-15T11:54:00Z,iaq-b-f04-west-r01,23.87,53.0,676.4
src-iaq-0234-031,2026-01-15T11:54:00Z,iaq-b-f04-west-r02,23.96,53.3,711.2
src-iaq-0234-032,2026-01-15T11:54:00Z,iaq-c-f01-east-r01,23.97,53.5,678.4
src-iaq-0234-033,2026-01-15T11:54:00Z,iaq-c-f01-east-r02,23.99,54.4,710.5
src-iaq-0234-034,2026-01-15T11:54:00Z,iaq-c-f01-west-r01,24.06,54.1,658.9
src-iaq-0234-035,2026-01-15T11:54:00Z,iaq-c-f01-west-r02,24.04,54.9,695.6
src-iaq-0234-036,2026-01-15T11:54:00Z,iaq-c-f02-east-r01,24.33,54.9,670.8
src-iaq-0234-037,2026-01-15T11:54:00Z,iaq-c-f02-east-r02,24.49,55.3,673.5
src-iaq-0234-038,2026-01-15T11:54:00Z,iaq-c-f02-west-r01,24.57,55.5,663.1
src-iaq-0234-039,2026-01-15T11:54:00Z,iaq-c-f02-west-r02,24.65,55.7,686.6
src-iaq-0234-040,2026-01-15T11:54:00Z,iaq-c-f03-east-r01,25.05,56.0,652.6
src-iaq-0234-041,2026-01-15T11:54:00Z,iaq-c-f03-east-r02,25.06,55.8,677.0
src-iaq-0234-042,2026-01-15T11:54:00Z,iaq-c-f03-west-r01,25.20,55.6,677.4
src-iaq-0234-043,2026-01-15T11:54:00Z,iaq-c-f03-west-r02,25.22,56.4,682.7
src-iaq-0234-044,2026-01-15T11:54:00Z,iaq-c-f04-east-r01,25.53,56.1,672.7
src-iaq-0234-045,2026-01-15T11:54:00Z,iaq-c-f04-east-r02,25.65,56.4,693.7
src-iaq-0234-046,2026-01-15T11:54:00Z,iaq-c-f04-west-r01,25.76,55.6,662.5
src-iaq-0234-047,2026-01-15T11:54:00Z,iaq-c-f04-west-r02,25.84,55.2,700.4
src-iaq-0235-000,2026-01-15T11:55:00Z,iaq-a-f01-east-r01,25.05,52.0,915.7
src-iaq-0235-001,2026-01-15T11:55:00Z,iaq-a-f01-east-r02,25.10,51.4,944.9
src-iaq-0235-002,2026-01-15T11:55:00Z,iaq-a-f01-west-r01,25.01,51.1,945.6
src-iaq-0235-003,2026-01-15T11:55:00Z,iaq-a-f01-west-r02,24.80,50.4,935.5
src-iaq-0235-004,2026-01-15T11:55:00Z,iaq-a-f02-east-r01,25.10,50.6,937.7
src-iaq-0235-005,2026-01-15T11:55:00Z,iaq-a-f02-east-r02,25.01,49.3,923.4
src-iaq-0235-006,2026-01-15T11:55:00Z,iaq-a-f02-west-r01,24.82,49.4,902.4
src-iaq-0235-007,2026-01-15T11:55:00Z,iaq-a-f02-west-r02,24.70,49.6,917.5
src-iaq-0235-008,2026-01-15T11:55:00Z,iaq-a-f03-east-r01,24.85,48.5,913.1
src-iaq-0235-009,2026-01-15T11:55:00Z,iaq-a-f03-east-r02,24.75,48.3,909.3
src-iaq-0235-010,2026-01-15T11:55:00Z,iaq-a-f03-west-r01,24.70,47.9,881.1
src-iaq-0235-011,2026-01-15T11:55:00Z,iaq-a-f03-west-r02,24.46,48.4,851.2
src-iaq-0235-012,2026-01-15T11:55:00Z,iaq-a-f04-east-r01,24.71,47.5,832.9
src-iaq-0235-013,2026-01-15T11:55:00Z,iaq-a-f04-east-r02,24.61,48.1,806.8
src-iaq-0235-014,2026-01-15T11:55:00Z,iaq-a-f04-west-r01,24.47,48.2,748.9
src-iaq-0235-015,2026-01-15T11:55:00Z,iaq-a-f04-west-r02,24.31,47.6,773.8
src-iaq-0235-016,2026-01-15T11:55:00Z,iaq-b-f01-east-r01,23.66,48.4,704.9
src-iaq-0235-017,2026-01-15T11:55:00Z,iaq-b-f01-east-r02,23.56,48.8,721.3
src-iaq-0235-018,2026-01-15T11:55:00Z,iaq-b-f01-west-r01,23.51,49.0,691.2
src-iaq-0235-019,2026-01-15T11:55:00Z,iaq-b-f01-west-r02,23.43,48.4,704.8
src-iaq-0235-020,2026-01-15T11:55:00Z,iaq-b-f02-east-r01,23.52,48.5,650.8
src-iaq-0235-021,2026-01-15T11:55:00Z,iaq-b-f02-east-r02,23.58,49.2,678.1
src-iaq-0235-022,2026-01-15T11:55:00Z,iaq-b-f02-west-r01,23.55,49.8,687.7
src-iaq-0235-023,2026-01-15T11:55:00Z,iaq-b-f02-west-r02,23.46,49.5,670.2
src-iaq-0235-024,2026-01-15T11:55:00Z,iaq-b-f03-east-r01,23.55,50.4,657.7
src-iaq-0235-025,2026-01-15T11:55:00Z,iaq-b-f03-east-r02,23.56,50.8,711.1
src-iaq-0235-026,2026-01-15T11:55:00Z,iaq-b-f03-west-r01,23.67,51.5,657.1
src-iaq-0235-027,2026-01-15T11:55:00Z,iaq-b-f03-west-r02,23.61,51.2,671.8
src-iaq-0235-028,2026-01-15T11:55:00Z,iaq-b-f04-east-r01,23.82,52.1,684.8
src-iaq-0235-029,2026-01-15T11:55:00Z,iaq-b-f04-east-r02,23.90,52.2,697.5
src-iaq-0235-030,2026-01-15T11:55:00Z,iaq-b-f04-west-r01,24.01,53.0,654.3
src-iaq-0235-031,2026-01-15T11:55:00Z,iaq-b-f04-west-r02,23.92,53.3,703.7
src-iaq-0235-032,2026-01-15T11:55:00Z,iaq-c-f01-east-r01,23.92,53.6,654.4
src-iaq-0235-033,2026-01-15T11:55:00Z,iaq-c-f01-east-r02,23.89,54.5,690.2
src-iaq-0235-034,2026-01-15T11:55:00Z,iaq-c-f01-west-r01,24.10,54.9,682.3
src-iaq-0235-035,2026-01-15T11:55:00Z,iaq-c-f01-west-r02,24.20,54.7,711.9
src-iaq-0235-036,2026-01-15T11:55:00Z,iaq-c-f02-east-r01,24.50,55.0,667.7
src-iaq-0235-037,2026-01-15T11:55:00Z,iaq-c-f02-east-r02,24.53,55.3,676.9
src-iaq-0235-038,2026-01-15T11:55:00Z,iaq-c-f02-west-r01,24.58,55.4,669.0
src-iaq-0235-039,2026-01-15T11:55:00Z,iaq-c-f02-west-r02,24.77,55.8,689.3
src-iaq-0235-040,2026-01-15T11:55:00Z,iaq-c-f03-east-r01,24.98,55.9,649.8
src-iaq-0235-041,2026-01-15T11:55:00Z,iaq-c-f03-east-r02,24.98,56.5,705.5
src-iaq-0235-042,2026-01-15T11:55:00Z,iaq-c-f03-west-r01,25.07,56.0,663.3
src-iaq-0235-043,2026-01-15T11:55:00Z,iaq-c-f03-west-r02,25.31,56.4,693.4
src-iaq-0235-044,2026-01-15T11:55:00Z,iaq-c-f04-east-r01,25.42,55.4,656.7
src-iaq-0235-045,2026-01-15T11:55:00Z,iaq-c-f04-east-r02,25.72,55.5,693.0
src-iaq-0235-046,2026-01-15T11:55:00Z,iaq-c-f04-west-r01,25.70,56.2,653.5
src-iaq-0235-047,2026-01-15T11:55:00Z,iaq-c-f04-west-r02,25.89,55.9,720.2
src-iaq-0236-000,2026-01-15T11:56:00Z,iaq-a-f01-east-r01,25.08,51.1,896.7
src-iaq-0236-001,2026-01-15T11:56:00Z,iaq-a-f01-east-r02,24.88,51.4,950.7
src-iaq-0236-002,2026-01-15T11:56:00Z,iaq-a-f01-west-r01,24.84,51.2,940.2
src-iaq-0236-003,2026-01-15T11:56:00Z,iaq-a-f01-west-r02,24.84,50.0,933.3
src-iaq-0236-004,2026-01-15T11:56:00Z,iaq-a-f02-east-r01,24.98,49.5,943.8
src-iaq-0236-005,2026-01-15T11:56:00Z,iaq-a-f02-east-r02,24.83,49.3,951.1
src-iaq-0236-006,2026-01-15T11:56:00Z,iaq-a-f02-west-r01,24.72,49.0,902.0
src-iaq-0236-007,2026-01-15T11:56:00Z,iaq-a-f02-west-r02,24.83,48.9,937.6
src-iaq-0236-008,2026-01-15T11:56:00Z,iaq-a-f03-east-r01,24.89,48.1,889.8
src-iaq-0236-009,2026-01-15T11:56:00Z,iaq-a-f03-east-r02,24.62,48.1,887.9
src-iaq-0236-010,2026-01-15T11:56:00Z,iaq-a-f03-west-r01,24.57,48.1,870.4
src-iaq-0236-011,2026-01-15T11:56:00Z,iaq-a-f03-west-r02,24.61,48.0,834.4
src-iaq-0236-012,2026-01-15T11:56:00Z,iaq-a-f04-east-r01,24.69,47.8,816.4
src-iaq-0236-013,2026-01-15T11:56:00Z,iaq-a-f04-east-r02,24.53,47.6,826.5
src-iaq-0236-014,2026-01-15T11:56:00Z,iaq-a-f04-west-r01,24.51,48.3,737.3
src-iaq-0236-015,2026-01-15T11:56:00Z,iaq-a-f04-west-r02,24.40,48.1,770.3
src-iaq-0236-016,2026-01-15T11:56:00Z,iaq-b-f01-east-r01,23.72,48.2,710.2
src-iaq-0236-017,2026-01-15T11:56:00Z,iaq-b-f01-east-r02,23.61,48.6,715.4
src-iaq-0236-018,2026-01-15T11:56:00Z,iaq-b-f01-west-r01,23.62,49.1,650.5
src-iaq-0236-019,2026-01-15T11:56:00Z,iaq-b-f01-west-r02,23.45,48.7,706.2
src-iaq-0236-020,2026-01-15T11:56:00Z,iaq-b-f02-east-r01,23.52,48.7,686.4
src-iaq-0236-021,2026-01-15T11:56:00Z,iaq-b-f02-east-r02,23.61,49.2,679.4
src-iaq-0236-022,2026-01-15T11:56:00Z,iaq-b-f02-west-r01,23.40,49.8,667.5
src-iaq-0236-023,2026-01-15T11:56:00Z,iaq-b-f02-west-r02,23.37,49.8,675.7
src-iaq-0236-024,2026-01-15T11:56:00Z,iaq-b-f03-east-r01,23.66,50.7,690.9
src-iaq-0236-025,2026-01-15T11:56:00Z,iaq-b-f03-east-r02,23.60,51.2,706.7
src-iaq-0236-026,2026-01-15T11:56:00Z,iaq-b-f03-west-r01,23.53,51.0,652.7
src-iaq-0236-027,2026-01-15T11:56:00Z,iaq-b-f03-west-r02,23.59,52.1,705.3
src-iaq-0236-028,2026-01-15T11:56:00Z,iaq-b-f04-east-r01,23.96,52.4,678.4
src-iaq-0236-029,2026-01-15T11:56:00Z,iaq-b-f04-east-r02,23.86,52.2,706.1
src-iaq-0236-030,2026-01-15T11:56:00Z,iaq-b-f04-west-r01,24.01,53.3,663.1
src-iaq-0236-031,2026-01-15T11:56:00Z,iaq-b-f04-west-r02,24.07,53.4,709.9
src-iaq-0236-032,2026-01-15T11:56:00Z,iaq-c-f01-east-r01,23.92,53.6,659.4
src-iaq-0236-033,2026-01-15T11:56:00Z,iaq-c-f01-east-r02,24.05,54.3,677.7
src-iaq-0236-034,2026-01-15T11:56:00Z,iaq-c-f01-west-r01,24.11,54.7,679.0
src-iaq-0236-035,2026-01-15T11:56:00Z,iaq-c-f01-west-r02,24.16,54.4,685.5
src-iaq-0236-036,2026-01-15T11:56:00Z,iaq-c-f02-east-r01,24.45,55.4,665.1
src-iaq-0236-037,2026-01-15T11:56:00Z,iaq-c-f02-east-r02,24.55,55.4,697.5
src-iaq-0236-038,2026-01-15T11:56:00Z,iaq-c-f02-west-r01,24.55,56.2,685.9
src-iaq-0236-039,2026-01-15T11:56:00Z,iaq-c-f02-west-r02,24.72,55.7,702.5
